DateOfDeparture,Departure,CityDeparture,LongitudeDeparture,LatitudeDeparture,Arrival,CityArrival,LongitudeArrival,LatitudeArrival,WeeksToDeparture,std_wtd,PAX
2011-12-01,DTW,Detroit,42.212444,-83.353389,ATL,Atlanta,33.636719,-84.428067,7.70588235294,6.09061476661,0
2012-10-19,MSP,Minneapolis,44.881956,-93.221767,ORD,Chicago,41.978603,-87.904842,11.8636363636,9.28539793001,7
2012-07-17,BOS,Boston,42.364347,-71.005181,SFO,San Francisco,37.618972,-122.374889,13.5185185185,8.67964183225,6
2012-04-24,MSP,Minneapolis,44.881956,-93.221767,ATL,Atlanta,33.636719,-84.428067,10.0,7.53510303697,0
2012-06-29,LAS,Las Vegas,36.080056,-115.15225,DFW,Dallas-Fort Worth,32.896828,-97.037997,10.8333333333,7.55079418032,0
2011-11-11,LAS,Las Vegas,36.080056,-115.15225,JFK,New York,40.639751,-73.778925,13.5862068966,9.45862131821,3
2012-06-11,LGA,New York,40.777245,-73.872608,MIA,Miami,25.79325,-80.290556,12.0,8.0622577483,6
2011-09-24,LAX,Los Angeles,33.942536,-118.408075,DEN,Denver,39.861656,-104.673178,13.4137931034,8.96627507218,0
2011-09-25,BOS,Boston,42.364347,-71.005181,PHL,Philadelphia,39.871944,-75.241139,8.94444444444,5.9257386953,0
2012-05-06,LAX,Los Angeles,33.942536,-118.408075,DFW,Dallas-Fort Worth,32.896828,-97.037997,11.7083333333,9.90598925844,3
2012-11-21,SEA,Seattle,47.449,-122.309306,LAX,Los Angeles,33.942536,-118.408075,9.95454545455,7.33859512134,0
2012-01-11,SEA,Seattle,47.449,-122.309306,SFO,San Francisco,37.618972,-122.374889,9.27777777778,6.15300553585,3
2012-04-03,CLT,Charlotte,35.214,-80.943139,ATL,Atlanta,33.636719,-84.428067,8.21428571429,9.17503780272,5
2013-02-08,DFW,Dallas-Fort Worth,32.896828,-97.037997,LAX,Los Angeles,33.942536,-118.408075,10.05,6.62908265464,3
2012-01-26,LAS,Las Vegas,36.080056,-115.15225,JFK,New York,40.639751,-73.778925,10.0909090909,7.38666166565,3
2012-01-12,ORD,Chicago,41.978603,-87.904842,SFO,San Francisco,37.618972,-122.374889,13.125,10.0879286451,7
2012-01-22,BOS,Boston,42.364347,-71.005181,LAX,Los Angeles,33.942536,-118.408075,10.45,8.04248586865,5
2012-08-23,ORD,Chicago,41.978603,-87.904842,SFO,San Francisco,37.618972,-122.374889,14.7692307692,11.4797480541,3
2011-09-06,DTW,Detroit,42.212444,-83.353389,ORD,Chicago,41.978603,-87.904842,8.82352941176,6.28724198395,6
2012-09-30,DEN,Denver,39.861656,-104.673178,SFO,San Francisco,37.618972,-122.374889,13.3846153846,9.16112186613,7
2012-01-02,PHL,Philadelphia,39.871944,-75.241139,ORD,Chicago,41.978603,-87.904842,10.7272727273,6.95003815119,0
2013-02-04,DEN,Denver,39.861656,-104.673178,SFO,San Francisco,37.618972,-122.374889,14.16,11.0290525432,3
2012-08-09,EWR,Newark,40.6925,-74.168667,MCO,Orlando,28.429394,-81.308994,16.1612903226,11.1627259938,0
2012-07-25,LAX,Los Angeles,33.942536,-118.408075,DFW,Dallas-Fort Worth,32.896828,-97.037997,15.65625,11.2525534737,3
2011-09-10,ORD,Chicago,41.978603,-87.904842,EWR,Newark,40.6925,-74.168667,10.2,6.99322980874,0
2012-06-03,LGA,New York,40.777245,-73.872608,BOS,Boston,42.364347,-71.005181,3.7,3.05686840483,5
2012-04-08,ATL,Atlanta,33.636719,-84.428067,MCO,Orlando,28.429394,-81.308994,11.4782608696,9.17441880853,5
2012-07-03,LAX,Los Angeles,33.942536,-118.408075,SEA,Seattle,47.449,-122.309306,13.9655172414,10.1576247175,6
2012-01-21,SFO,San Francisco,37.618972,-122.374889,ATL,Atlanta,33.636719,-84.428067,9.17647058824,8.66195196042,5
2012-04-17,IAH,Houston,29.984433,-95.341442,ORD,Chicago,41.978603,-87.904842,8.1875,6.03565793155,0
2012-11-10,LAX,Los Angeles,33.942536,-118.408075,DEN,Denver,39.861656,-104.673178,9.94736842105,7.57535246126,5
2012-11-08,JFK,New York,40.639751,-73.778925,LAS,Las Vegas,36.080056,-115.15225,16.2258064516,12.4972254985,6
2012-02-19,DEN,Denver,39.861656,-104.673178,DFW,Dallas-Fort Worth,32.896828,-97.037997,6.57142857143,4.30945803686,0
2012-11-09,ATL,Atlanta,33.636719,-84.428067,EWR,Newark,40.6925,-74.168667,10.15,9.07440008166,6
2012-10-05,LAX,Los Angeles,33.942536,-118.408075,LAS,Las Vegas,36.080056,-115.15225,17.5882352941,12.8136235432,3
2012-10-07,BOS,Boston,42.364347,-71.005181,ATL,Atlanta,33.636719,-84.428067,13.6538461538,9.46125703146,0
2012-02-20,BOS,Boston,42.364347,-71.005181,ORD,Chicago,41.978603,-87.904842,10.0526315789,6.96398420614,3
2012-10-04,ATL,Atlanta,33.636719,-84.428067,CLT,Charlotte,35.214,-80.943139,10.3333333333,8.8450717418,6
2012-03-03,BOS,Boston,42.364347,-71.005181,ORD,Chicago,41.978603,-87.904842,10.3888888889,9.82876264661,0
2012-11-14,DEN,Denver,39.861656,-104.673178,LAS,Las Vegas,36.080056,-115.15225,12.68,10.2782942813,0
2011-10-26,DFW,Dallas-Fort Worth,32.896828,-97.037997,BOS,Boston,42.364347,-71.005181,9.0,7.44983221288,0
2012-06-26,SFO,San Francisco,37.618972,-122.374889,BOS,Boston,42.364347,-71.005181,12.6,8.52447456836,6
2013-01-24,SEA,Seattle,47.449,-122.309306,SFO,San Francisco,37.618972,-122.374889,10.1666666667,7.57899574288,3
2012-06-09,PHL,Philadelphia,39.871944,-75.241139,MCO,Orlando,28.429394,-81.308994,14.0357142857,9.26355720355,5
2011-09-02,MCO,Orlando,28.429394,-81.308994,EWR,Newark,40.6925,-74.168667,12.4814814815,8.50054464486,6
2013-02-09,CLT,Charlotte,35.214,-80.943139,LGA,New York,40.777245,-73.872608,7.63636363636,7.96583614284,2
2013-01-07,ATL,Atlanta,33.636719,-84.428067,DTW,Detroit,42.212444,-83.353389,9.2,6.97816142276,0
2013-02-22,LGA,New York,40.777245,-73.872608,MIA,Miami,25.79325,-80.290556,9.47368421053,6.39764210951,3
2011-09-21,DEN,Denver,39.861656,-104.673178,LAS,Las Vegas,36.080056,-115.15225,13.2857142857,8.9767483301,0
2013-02-16,BOS,Boston,42.364347,-71.005181,LAX,Los Angeles,33.942536,-118.408075,14.3846153846,9.79010489454,5
2012-05-19,DFW,Dallas-Fort Worth,32.896828,-97.037997,ORD,Chicago,41.978603,-87.904842,12.9090909091,10.2255938978,0
2012-08-04,SFO,San Francisco,37.618972,-122.374889,JFK,New York,40.639751,-73.778925,18.358974359,11.9019838671,3
2011-12-11,LAX,Los Angeles,33.942536,-118.408075,LAS,Las Vegas,36.080056,-115.15225,13.6666666667,10.4070981694,6
2012-01-07,SEA,Seattle,47.449,-122.309306,ORD,Chicago,41.978603,-87.904842,9.65,6.20080639917,5
2012-02-17,ATL,Atlanta,33.636719,-84.428067,LGA,New York,40.777245,-73.872608,6.875,5.31507290637,7
2012-04-08,LAX,Los Angeles,33.942536,-118.408075,ATL,Atlanta,33.636719,-84.428067,11.2272727273,9.34997742896,6
2012-06-10,ATL,Atlanta,33.636719,-84.428067,DTW,Detroit,42.212444,-83.353389,7.76470588235,6.16977928864,0
2012-08-22,LAX,Los Angeles,33.942536,-118.408075,DFW,Dallas-Fort Worth,32.896828,-97.037997,15.6333333333,10.7237517024,3
2011-09-05,SFO,San Francisco,37.618972,-122.374889,LAX,Los Angeles,33.942536,-118.408075,11.8076923077,8.0100897911,7
2012-10-14,ORD,Chicago,41.978603,-87.904842,LGA,New York,40.777245,-73.872608,14.1034482759,10.153622955,1
2012-05-12,EWR,Newark,40.6925,-74.168667,MCO,Orlando,28.429394,-81.308994,12.3913043478,8.80980409665,0
2012-06-12,CLT,Charlotte,35.214,-80.943139,ATL,Atlanta,33.636719,-84.428067,8.22222222222,6.46761666764,6
2012-02-23,DTW,Detroit,42.212444,-83.353389,ATL,Atlanta,33.636719,-84.428067,11.2631578947,10.8568570512,6
2011-10-25,ORD,Chicago,41.978603,-87.904842,DTW,Detroit,42.212444,-83.353389,10.5294117647,9.07687754034,3
2012-04-11,SFO,San Francisco,37.618972,-122.374889,EWR,Newark,40.6925,-74.168667,9.42105263158,6.33610281091,0
2012-11-16,BOS,Boston,42.364347,-71.005181,ORD,Chicago,41.978603,-87.904842,8.61111111111,5.54276304944,7
2012-01-07,DTW,Detroit,42.212444,-83.353389,LGA,New York,40.777245,-73.872608,7.64285714286,6.08411731613,4
2012-12-10,ORD,Chicago,41.978603,-87.904842,DTW,Detroit,42.212444,-83.353389,10.1176470588,8.85919263351,3
2011-11-19,ATL,Atlanta,33.636719,-84.428067,CLT,Charlotte,35.214,-80.943139,8.82352941176,6.61660122455,5
2012-11-19,PHX,Phoenix,33.434278,-112.011583,DEN,Denver,39.861656,-104.673178,9.81818181818,6.90504552336,5
2012-06-02,ORD,Chicago,41.978603,-87.904842,SEA,Seattle,47.449,-122.309306,14.8928571429,10.8605275287,0
2013-02-09,DEN,Denver,39.861656,-104.673178,LAX,Los Angeles,33.942536,-118.408075,10.0952380952,7.28632116987,5
2012-11-06,SEA,Seattle,47.449,-122.309306,SFO,San Francisco,37.618972,-122.374889,10.2352941176,9.38435807451,3
2012-01-18,LGA,New York,40.777245,-73.872608,ATL,Atlanta,33.636719,-84.428067,8.47058823529,7.94604970299,1
2011-09-26,DFW,Dallas-Fort Worth,32.896828,-97.037997,BOS,Boston,42.364347,-71.005181,11.2857142857,8.19843190582,6
2012-09-19,SEA,Seattle,47.449,-122.309306,SFO,San Francisco,37.618972,-122.374889,15.5,11.7481913502,3
2013-01-04,SFO,San Francisco,37.618972,-122.374889,DEN,Denver,39.861656,-104.673178,14.9615384615,11.8033241732,5
2012-06-20,ORD,Chicago,41.978603,-87.904842,LAS,Las Vegas,36.080056,-115.15225,11.0909090909,7.45723739802,0
2012-05-19,MIA,Miami,25.79325,-80.290556,LGA,New York,40.777245,-73.872608,11.0952380952,8.93255149386,0
2012-03-08,IAH,Houston,29.984433,-95.341442,ORD,Chicago,41.978603,-87.904842,8.1875,8.17491080481,3
2012-01-29,ORD,Chicago,41.978603,-87.904842,PHL,Philadelphia,39.871944,-75.241139,6.64285714286,4.44811356484,0
2012-01-26,DFW,Dallas-Fort Worth,32.896828,-97.037997,BOS,Boston,42.364347,-71.005181,9.0,6.20246630263,6
2012-11-27,MCO,Orlando,28.429394,-81.308994,PHL,Philadelphia,39.871944,-75.241139,16.96875,11.5827579729,0
2012-09-20,PHX,Phoenix,33.434278,-112.011583,DEN,Denver,39.861656,-104.673178,8.35294117647,5.46513010447,6
2012-09-19,SFO,San Francisco,37.618972,-122.374889,ORD,Chicago,41.978603,-87.904842,16.7666666667,11.9328099802,7
2011-09-25,LAX,Los Angeles,33.942536,-118.408075,SEA,Seattle,47.449,-122.309306,13.8888888889,9.0056962031,6
2012-06-06,LGA,New York,40.777245,-73.872608,BOS,Boston,42.364347,-71.005181,7.29411764706,5.38243330059,1
2012-10-17,LGA,New York,40.777245,-73.872608,DFW,Dallas-Fort Worth,32.896828,-97.037997,12.7727272727,10.6096623445,3
2012-05-24,LAS,Las Vegas,36.080056,-115.15225,JFK,New York,40.639751,-73.778925,15.7096774194,9.98730376824,3
2012-10-16,IAH,Houston,29.984433,-95.341442,LAX,Los Angeles,33.942536,-118.408075,11.4347826087,7.53070132528,0
2012-02-14,SFO,San Francisco,37.618972,-122.374889,JFK,New York,40.639751,-73.778925,11.1,8.26469982261,7
2012-06-14,SFO,San Francisco,37.618972,-122.374889,SEA,Seattle,47.449,-122.309306,11.5,10.0557967173,3
2013-01-25,SFO,San Francisco,37.618972,-122.374889,SEA,Seattle,47.449,-122.309306,9.10526315789,5.80129043922,3
2011-09-08,ATL,Atlanta,33.636719,-84.428067,ORD,Chicago,41.978603,-87.904842,9.36842105263,6.31761669475,3
2011-11-08,ATL,Atlanta,33.636719,-84.428067,DEN,Denver,39.861656,-104.673178,9.73684210526,7.08552597642,0
2011-11-08,DFW,Dallas-Fort Worth,32.896828,-97.037997,SFO,San Francisco,37.618972,-122.374889,12.25,8.03389558439,6
2012-08-21,JFK,New York,40.639751,-73.778925,MIA,Miami,25.79325,-80.290556,17.09375,11.8276858779,0
2011-11-16,DEN,Denver,39.861656,-104.673178,DFW,Dallas-Fort Worth,32.896828,-97.037997,8.125,5.79511288357,3
2012-11-15,DEN,Denver,39.861656,-104.673178,MSP,Minneapolis,44.881956,-93.221767,7.13333333333,4.71875689845,6
2012-05-30,EWR,Newark,40.6925,-74.168667,MCO,Orlando,28.429394,-81.308994,11.9130434783,8.69646241284,5
2012-06-21,ATL,Atlanta,33.636719,-84.428067,DFW,Dallas-Fort Worth,32.896828,-97.037997,9.61904761905,7.06736294863,3
2012-11-19,DEN,Denver,39.861656,-104.673178,LAS,Las Vegas,36.080056,-115.15225,12.9166666667,9.27322778881,2
2012-12-19,ORD,Chicago,41.978603,-87.904842,LAS,Las Vegas,36.080056,-115.15225,12.6666666667,8.68114732282,2
2011-12-11,DFW,Dallas-Fort Worth,32.896828,-97.037997,LGA,New York,40.777245,-73.872608,10.0,8.65005950337,6
2012-01-26,JFK,New York,40.639751,-73.778925,SFO,San Francisco,37.618972,-122.374889,12.2380952381,12.3324967541,7
2012-04-14,MCO,Orlando,28.429394,-81.308994,PHL,Philadelphia,39.871944,-75.241139,21.5952380952,13.8547509221,0
2012-09-01,LAS,Las Vegas,36.080056,-115.15225,ORD,Chicago,41.978603,-87.904842,15.0384615385,11.714882054,5
2012-12-27,MIA,Miami,25.79325,-80.290556,LGA,New York,40.777245,-73.872608,15.6875,9.71343432837,0
2012-04-30,ATL,Atlanta,33.636719,-84.428067,CLT,Charlotte,35.214,-80.943139,9.26315789474,7.82334189222,0
2012-07-12,JFK,New York,40.639751,-73.778925,SFO,San Francisco,37.618972,-122.374889,17.8484848485,12.234993901,7
2012-07-05,DEN,Denver,39.861656,-104.673178,MSP,Minneapolis,44.881956,-93.221767,9.21052631579,6.04224891326,5
2013-01-19,ATL,Atlanta,33.636719,-84.428067,LGA,New York,40.777245,-73.872608,9.0,6.14529949493,0
2012-12-08,LAX,Los Angeles,33.942536,-118.408075,IAH,Houston,29.984433,-95.341442,17.75,14.3362400154,5
2011-12-30,ORD,Chicago,41.978603,-87.904842,SEA,Seattle,47.449,-122.309306,13.28,8.96065473798,2
2012-10-25,LGA,New York,40.777245,-73.872608,MIA,Miami,25.79325,-80.290556,14.0833333333,11.064697747,6
2011-12-12,PHL,Philadelphia,39.871944,-75.241139,ORD,Chicago,41.978603,-87.904842,7.8125,5.30683521508,7
2013-02-18,DEN,Denver,39.861656,-104.673178,MSP,Minneapolis,44.881956,-93.221767,10.2,7.20087713955,6
2011-12-11,PHL,Philadelphia,39.871944,-75.241139,ATL,Atlanta,33.636719,-84.428067,7.4,5.16582174351,6
2012-10-04,DFW,Dallas-Fort Worth,32.896828,-97.037997,ATL,Atlanta,33.636719,-84.428067,13.7391304348,12.4104698882,7
2011-09-11,LAX,Los Angeles,33.942536,-118.408075,IAH,Houston,29.984433,-95.341442,11.9166666667,7.66083584194,0
2012-04-18,MIA,Miami,25.79325,-80.290556,ATL,Atlanta,33.636719,-84.428067,11.9090909091,9.53644183874,6
2012-12-27,EWR,Newark,40.6925,-74.168667,SFO,San Francisco,37.618972,-122.374889,13.0454545455,10.8648725048,2
2011-11-09,LAS,Las Vegas,36.080056,-115.15225,DFW,Dallas-Fort Worth,32.896828,-97.037997,11.5652173913,7.70965207891,0
2012-03-21,MSP,Minneapolis,44.881956,-93.221767,ATL,Atlanta,33.636719,-84.428067,10.2105263158,7.94130515,6
2012-06-30,ORD,Chicago,41.978603,-87.904842,SEA,Seattle,47.449,-122.309306,14.0714285714,9.03051850949,5
2012-09-27,SFO,San Francisco,37.618972,-122.374889,DFW,Dallas-Fort Worth,32.896828,-97.037997,15.4814814815,11.5571169228,3
2012-03-14,JFK,New York,40.639751,-73.778925,LAS,Las Vegas,36.080056,-115.15225,10.2380952381,6.68509358128,0
2012-08-10,PHL,Philadelphia,39.871944,-75.241139,MCO,Orlando,28.429394,-81.308994,14.4482758621,9.50783964833,0
2013-03-03,SFO,San Francisco,37.618972,-122.374889,DEN,Denver,39.861656,-104.673178,13.1666666667,9.60826938526,5
2013-01-27,DFW,Dallas-Fort Worth,32.896828,-97.037997,BOS,Boston,42.364347,-71.005181,7.26666666667,4.94926641991,0
2011-09-17,ATL,Atlanta,33.636719,-84.428067,MSP,Minneapolis,44.881956,-93.221767,11.0454545455,7.45447946333,5
2012-04-22,SEA,Seattle,47.449,-122.309306,SFO,San Francisco,37.618972,-122.374889,9.05263157895,5.72007851743,6
2011-10-05,ORD,Chicago,41.978603,-87.904842,EWR,Newark,40.6925,-74.168667,10.1666666667,7.95760827207,7
2012-06-08,PHL,Philadelphia,39.871944,-75.241139,MCO,Orlando,28.429394,-81.308994,11.9130434783,8.15705519211,0
2011-12-15,PHX,Phoenix,33.434278,-112.011583,ORD,Chicago,41.978603,-87.904842,13.32,9.62514069161,0
2012-03-25,SFO,San Francisco,37.618972,-122.374889,BOS,Boston,42.364347,-71.005181,10.9090909091,7.22369837284,3
2011-12-10,LGA,New York,40.777245,-73.872608,MIA,Miami,25.79325,-80.290556,13.5769230769,9.37730484488,5
2013-01-28,ORD,Chicago,41.978603,-87.904842,DTW,Detroit,42.212444,-83.353389,8.8125,7.15745532062,3
2012-05-05,MIA,Miami,25.79325,-80.290556,ATL,Atlanta,33.636719,-84.428067,13.3333333333,12.4271208787,5
2011-10-31,BOS,Boston,42.364347,-71.005181,LGA,New York,40.777245,-73.872608,5.58333333333,5.80686636403,3
2012-01-17,LAS,Las Vegas,36.080056,-115.15225,LAX,Los Angeles,33.942536,-118.408075,14.3333333333,10.2394410905,6
2011-10-28,PHL,Philadelphia,39.871944,-75.241139,ATL,Atlanta,33.636719,-84.428067,9.11764705882,7.3389572909,3
2013-02-26,LGA,New York,40.777245,-73.872608,ORD,Chicago,41.978603,-87.904842,7.5625,6.65300683902,1
2012-09-25,DEN,Denver,39.861656,-104.673178,LAX,Los Angeles,33.942536,-118.408075,14.92,11.4997101413,6
2011-10-17,MIA,Miami,25.79325,-80.290556,LGA,New York,40.777245,-73.872608,12.3043478261,8.22653568205,6
2011-12-19,DFW,Dallas-Fort Worth,32.896828,-97.037997,LAS,Las Vegas,36.080056,-115.15225,12.44,8.09361888568,5
2012-12-18,SEA,Seattle,47.449,-122.309306,ORD,Chicago,41.978603,-87.904842,10.1904761905,6.577378259,5
2012-08-15,DFW,Dallas-Fort Worth,32.896828,-97.037997,LAS,Las Vegas,36.080056,-115.15225,13.3461538462,8.89468294069,0
2012-09-23,MIA,Miami,25.79325,-80.290556,LGA,New York,40.777245,-73.872608,15.2962962963,11.224337619,6
2012-07-24,ORD,Chicago,41.978603,-87.904842,ATL,Atlanta,33.636719,-84.428067,11.6086956522,10.0622567974,3
2012-07-08,DEN,Denver,39.861656,-104.673178,SFO,San Francisco,37.618972,-122.374889,15.0,11.1853078237,6
2012-07-02,DFW,Dallas-Fort Worth,32.896828,-97.037997,ATL,Atlanta,33.636719,-84.428067,11.0454545455,7.39032361381,0
2012-07-31,ORD,Chicago,41.978603,-87.904842,LAX,Los Angeles,33.942536,-118.408075,15.5161290323,9.93603196366,7
2012-11-30,ORD,Chicago,41.978603,-87.904842,EWR,Newark,40.6925,-74.168667,11.0555555556,10.0964304829,7
2012-01-30,MCO,Orlando,28.429394,-81.308994,EWR,Newark,40.6925,-74.168667,10.4545454545,8.19248943343,0
2012-09-20,ORD,Chicago,41.978603,-87.904842,PHL,Philadelphia,39.871944,-75.241139,12.45,12.4666924664,7
2012-10-02,DTW,Detroit,42.212444,-83.353389,ORD,Chicago,41.978603,-87.904842,10.0555555556,9.92603363841,6
2013-01-27,PHX,Phoenix,33.434278,-112.011583,DEN,Denver,39.861656,-104.673178,10.1363636364,7.03254647739,0
2011-10-10,MIA,Miami,25.79325,-80.290556,ATL,Atlanta,33.636719,-84.428067,12.88,8.65216735853,6
2012-01-01,ORD,Chicago,41.978603,-87.904842,PHL,Philadelphia,39.871944,-75.241139,13.347826087,10.9776992773,2
2012-08-18,DFW,Dallas-Fort Worth,32.896828,-97.037997,ORD,Chicago,41.978603,-87.904842,14.962962963,10.8538595811,0
2012-04-19,ORD,Chicago,41.978603,-87.904842,IAH,Houston,29.984433,-95.341442,10.3,7.21183238267,6
2011-10-13,DEN,Denver,39.861656,-104.673178,DFW,Dallas-Fort Worth,32.896828,-97.037997,10.2857142857,6.57375735134,3
2011-10-17,BOS,Boston,42.364347,-71.005181,LAX,Los Angeles,33.942536,-118.408075,14.1851851852,9.53147432714,3
2012-10-23,DFW,Dallas-Fort Worth,32.896828,-97.037997,DEN,Denver,39.861656,-104.673178,8.77777777778,5.85667598513,6
2011-09-10,DEN,Denver,39.861656,-104.673178,MSP,Minneapolis,44.881956,-93.221767,6.6,5.38251136287,2
2011-12-05,IAH,Houston,29.984433,-95.341442,LAX,Los Angeles,33.942536,-118.408075,14.68,11.2942463228,3
2012-08-01,SFO,San Francisco,37.618972,-122.374889,ORD,Chicago,41.978603,-87.904842,17.0606060606,11.6590613739,7
2012-01-06,DEN,Denver,39.861656,-104.673178,MSP,Minneapolis,44.881956,-93.221767,10.25,7.09985174048,5
2011-11-27,ATL,Atlanta,33.636719,-84.428067,MSP,Minneapolis,44.881956,-93.221767,11.5833333333,8.49509662492,0
2012-07-21,DEN,Denver,39.861656,-104.673178,ORD,Chicago,41.978603,-87.904842,11.2083333333,8.17195185384,5
2012-09-04,LGA,New York,40.777245,-73.872608,ORD,Chicago,41.978603,-87.904842,14.1785714286,10.8014181902,1
2012-09-21,MSP,Minneapolis,44.881956,-93.221767,ORD,Chicago,41.978603,-87.904842,13.1538461538,9.88612080724,7
2013-02-16,SEA,Seattle,47.449,-122.309306,SFO,San Francisco,37.618972,-122.374889,12.7826086957,9.17484962344,5
2012-10-16,LAS,Las Vegas,36.080056,-115.15225,SFO,San Francisco,37.618972,-122.374889,15.8,12.0813335642,6
2013-01-11,LAX,Los Angeles,33.942536,-118.408075,SEA,Seattle,47.449,-122.309306,10.2,6.96306042817,0
2012-04-02,BOS,Boston,42.364347,-71.005181,LAX,Los Angeles,33.942536,-118.408075,8.0625,5.88182227999,0
2011-09-21,DEN,Denver,39.861656,-104.673178,MSP,Minneapolis,44.881956,-93.221767,10.0,7.21880260924,6
2012-03-24,EWR,Newark,40.6925,-74.168667,BOS,Boston,42.364347,-71.005181,9.94117647059,8.51814671918,4
2012-01-08,ATL,Atlanta,33.636719,-84.428067,CLT,Charlotte,35.214,-80.943139,7.83333333333,5.8233808656,0
2012-07-18,ORD,Chicago,41.978603,-87.904842,DEN,Denver,39.861656,-104.673178,13.8,10.7896555398,3
2011-11-18,ORD,Chicago,41.978603,-87.904842,LGA,New York,40.777245,-73.872608,11.1818181818,7.74373088152,1
2011-11-06,LGA,New York,40.777245,-73.872608,DTW,Detroit,42.212444,-83.353389,9.68421052632,6.84797319227,0
2011-11-12,DEN,Denver,39.861656,-104.673178,DFW,Dallas-Fort Worth,32.896828,-97.037997,10.0555555556,8.61238658064,2
2013-02-21,LAS,Las Vegas,36.080056,-115.15225,JFK,New York,40.639751,-73.778925,14.037037037,9.73290011915,7
2012-11-05,CLT,Charlotte,35.214,-80.943139,ATL,Atlanta,33.636719,-84.428067,9.875,10.3658091821,0
2013-01-17,ORD,Chicago,41.978603,-87.904842,EWR,Newark,40.6925,-74.168667,10.5238095238,8.45942697598,3
2012-05-13,ORD,Chicago,41.978603,-87.904842,LGA,New York,40.777245,-73.872608,12.75,9.19002294552,1
2012-05-10,BOS,Boston,42.364347,-71.005181,LAX,Los Angeles,33.942536,-118.408075,9.78947368421,7.24629366848,6
2012-04-12,SFO,San Francisco,37.618972,-122.374889,DEN,Denver,39.861656,-104.673178,8.64705882353,6.6043657575,6
2012-04-30,ATL,Atlanta,33.636719,-84.428067,BOS,Boston,42.364347,-71.005181,12.6666666667,11.091189871,3
2012-06-21,LAX,Los Angeles,33.942536,-118.408075,SFO,San Francisco,37.618972,-122.374889,15.5161290323,11.6729629707,1
2012-06-25,ORD,Chicago,41.978603,-87.904842,PHX,Phoenix,33.434278,-112.011583,7.9375,5.35995957696,0
2012-06-09,JFK,New York,40.639751,-73.778925,LAX,Los Angeles,33.942536,-118.408075,16.3225806452,11.2971592204,7
2012-04-11,BOS,Boston,42.364347,-71.005181,LAX,Los Angeles,33.942536,-118.408075,12.4347826087,9.35086815103,6
2011-09-13,ORD,Chicago,41.978603,-87.904842,PHL,Philadelphia,39.871944,-75.241139,10.3,7.15321054161,7
2012-04-02,ORD,Chicago,41.978603,-87.904842,MSP,Minneapolis,44.881956,-93.221767,8.8,9.19005673852,7
2012-07-13,SFO,San Francisco,37.618972,-122.374889,SEA,Seattle,47.449,-122.309306,14.6428571429,10.0635546541,3
2012-09-26,ATL,Atlanta,33.636719,-84.428067,PHL,Philadelphia,39.871944,-75.241139,10.35,7.30014419468,3
2011-09-02,PHL,Philadelphia,39.871944,-75.241139,ATL,Atlanta,33.636719,-84.428067,10.1818181818,7.37199568274,3
2011-12-26,SFO,San Francisco,37.618972,-122.374889,LAS,Las Vegas,36.080056,-115.15225,11.0476190476,8.15767240379,0
2012-12-19,LGA,New York,40.777245,-73.872608,ORD,Chicago,41.978603,-87.904842,11.2777777778,10.7254812345,1
2012-11-13,DTW,Detroit,42.212444,-83.353389,LGA,New York,40.777245,-73.872608,7.66666666667,5.43409714347,0
2012-07-05,EWR,Newark,40.6925,-74.168667,BOS,Boston,42.364347,-71.005181,10.8571428571,7.34360752141,2
2012-12-27,DFW,Dallas-Fort Worth,32.896828,-97.037997,LAX,Los Angeles,33.942536,-118.408075,15.5714285714,12.7116993981,0
2012-05-21,IAH,Houston,29.984433,-95.341442,LAX,Los Angeles,33.942536,-118.408075,13.9230769231,9.73621313211,6
2011-12-26,PHL,Philadelphia,39.871944,-75.241139,DFW,Dallas-Fort Worth,32.896828,-97.037997,10.3529411765,7.2881854435,2
2012-05-30,PHL,Philadelphia,39.871944,-75.241139,ORD,Chicago,41.978603,-87.904842,10.6,8.50634438151,7
2013-01-19,LAX,Los Angeles,33.942536,-118.408075,DFW,Dallas-Fort Worth,32.896828,-97.037997,14.962962963,12.7021545159,0
2011-12-17,SEA,Seattle,47.449,-122.309306,ORD,Chicago,41.978603,-87.904842,14.8214285714,10.4564478475,5
2013-02-22,SEA,Seattle,47.449,-122.309306,DEN,Denver,39.861656,-104.673178,7.4,4.9106298694,0
2012-06-03,ATL,Atlanta,33.636719,-84.428067,MCO,Orlando,28.429394,-81.308994,12.6153846154,9.48294014777,3
2012-10-13,PHL,Philadelphia,39.871944,-75.241139,DFW,Dallas-Fort Worth,32.896828,-97.037997,11.0476190476,7.89605085138,2
2012-05-09,SFO,San Francisco,37.618972,-122.374889,BOS,Boston,42.364347,-71.005181,10.3157894737,8.9072544191,3
2012-11-03,ORD,Chicago,41.978603,-87.904842,IAH,Houston,29.984433,-95.341442,11.6875,10.5496840395,2
2012-03-17,LAS,Las Vegas,36.080056,-115.15225,DEN,Denver,39.861656,-104.673178,9.61111111111,7.69368640234,5
2012-10-06,DEN,Denver,39.861656,-104.673178,PHX,Phoenix,33.434278,-112.011583,10.7,8.63347219288,2
2013-01-16,SFO,San Francisco,37.618972,-122.374889,BOS,Boston,42.364347,-71.005181,9.77777777778,8.06995557649,6
2013-03-02,ATL,Atlanta,33.636719,-84.428067,PHL,Philadelphia,39.871944,-75.241139,9.77777777778,7.56583307147,5
